% Model:              VerificationExample_7-3.mph
% Version:            COMSOL 5.3.1.201
% Date:               Feb 6 2018, 14:19
% Table:              Table 1 {tbl1} - Point Evaluation 1 {pev1} (sigma_uni)
% T_in (K)               ep_in                    sigma_uni, Point: 2
386.15                   0.003                    628009011
386.15                   0.0035                   6.469073335393655E8
386.15                   0.004                    6.473211748889301E8
386.15                   0.0045000000000000005    6.476224174913447E8
386.15                   0.005                    6.478674829227258E8
386.15                   0.0055                   6.480767085245842E8
386.15                   0.006                    6.482602301515816E8
386.15                   0.006500000000000001     6.484239807289978E8
386.15                   0.007                    6.485717929345447E8
386.15                   0.0075                   6.487063145654625E8
386.15                   0.008                    6.488294661524193E8
386.15                   0.0085                   6.489426931087706E8
386.15                   0.009000000000000001     6.490471151303608E8
386.15                   0.0095                   6.491436198555745E8
386.15                   0.01                     6.492329242966657E8
386.15                   0.0105                   6.49315616652551E8
386.15                   0.011                    6.49392185661031E8
386.15                   0.0115                   6.494630417489246E8
386.15                   0.012                    6.495285326159527E8
386.15                   0.0125                   6.495889549400063E8
386.15                   0.013000000000000001     6.496445633164314E8
386.15                   0.0135                   6.496955771838408E8
386.15                   0.014                    6.497421862569394E8
386.15                   0.0145                   6.497845548335729E8
386.15                   0.015                    6.498228252396326E8
386.15                   0.0155                   6.498571206040367E8
386.15                   0.016                    6.498875471058341E8
386.15                   0.0165                   6.49914195799618E8
386.15                   0.017                    6.499371440993805E8
386.15                   0.0175                   6.499564569817058E8
386.15                   0.018000000000000002     6.499721879547648E8
386.15                   0.0185                   6.499843798285645E8
386.15                   0.019                    6.4999306531333E8
386.15                   0.0195                   6.499982674660954E8
386.15                   0.02                     650000000
387.15                   0                        0
387.15                   5.0E-4                   104617212
387.15                   0.001                    209234424
387.15                   0.0015                   313851636
387.15                   0.002                    418468848
387.15                   0.0025                   523086060
387.15                   0.003                    627703272
387.15                   0.0035                   6.464334210011117E8
387.15                   0.004                    6.469103028147334E8
387.15                   0.0045000000000000005    6.472576159088539E8
387.15                   0.005                    6.475402143321065E8
387.15                   0.0055                   6.477815080104903E8
387.15                   0.006                    6.479931711140288E8
387.15                   0.006500000000000001     6.481820393481865E8
387.15                   0.007                    6.48352529578663E8
387.15                   0.0075                   6.485076936723183E8
387.15                   0.008                    6.486497455063319E8
387.15                   0.0085                   6.487803514226604E8
387.15                   0.009000000000000001     6.489008023545781E8
387.15                   0.0095                   6.490121217495387E8
387.15                   0.01                     6.49115136363538E8
387.15                   0.0105                   6.492105244513547E8
387.15                   0.011                    6.492988495983804E8
387.15                   0.0115                   6.493805851002564E8
387.15                   0.012                    6.494561319273757E8
387.15                   0.0125                   6.495258322189546E8
387.15                   0.013000000000000001     6.495899795888836E8
387.15                   0.0135                   6.496488271106138E8
387.15                   0.014                    6.497025935809726E8
387.15                   0.0145                   6.497514684861594E8
387.15                   0.015                    6.497956159738065E8
387.15                   0.0155                   6.498351780526762E8
387.15                   0.016                    6.498702771837463E8
387.15                   0.0165                   6.499010183850937E8
387.15                   0.017                    6.499274909429544E8
387.15                   0.0175                   6.499497697991686E8
387.15                   0.018000000000000002     6.499679166685768E8
387.15                   0.0185                   6.499819809272422E8
387.15                   0.019                    6.499920003024889E8
387.15                   0.0195                   6.499980013879013E8
387.15                   0.02                     650000000
388.15                   0                        0
388.15                   5.0E-4                   1.045629375E8
388.15                   0.001                    209125875
388.15                   0.0015                   3.136888125E8
388.15                   0.002                    418251750
388.15                   0.0025                   5.228146875E8
388.15                   0.003                    627377625
388.15                   0.0035                   6.459289433396959E8
388.15                   0.004                    6.46472822528143E8
388.15                   0.0045000000000000005    6.468691506880705E8
388.15                   0.005                    6.47191696752132E8
388.15                   0.0055                   6.474671286371406E8
388.15                   0.006                    6.477087536942928E8
388.15                   0.006500000000000001     6.47924366768213E8
388.15                   0.007                    6.481190056728085E8
388.15                   0.0075                   6.482961519129046E8
388.15                   0.008                    6.484583313512167E8
388.15                   0.0085                   6.486074453407621E8
388.15                   0.009000000000000001     6.487449669949206E8
388.15                   0.0095                   6.488720642667149E8
388.15                   0.01                     6.48989680695209E8
388.15                   0.0105                   6.490985903757224E8
388.15                   0.011                    6.491994365548048E8
388.15                   0.0115                   6.492927594442685E8
388.15                   0.012                    6.49379016717658E8
388.15                   0.0125                   6.494585989070512E8
388.15                   0.013000000000000001     6.495318411626432E8
388.15                   0.0135                   6.49599032364356E8
388.15                   0.014                    6.496604222697874E8
388.15                   0.0145                   6.497162271813397E8
388.15                   0.015                    6.497666344792137E8
388.15                   0.0155                   6.49811806273065E8
388.15                   0.016                    6.498518823591456E8
388.15                   0.0165                   6.498869826226069E8
388.15                   0.017                    6.499172089903656E8
388.15                   0.0175                   6.499426470146471E8
388.15                   0.018000000000000002     6.499633671483288E8
388.15                   0.0185                   6.499794257587254E8
388.15                   0.019                    6.49990865915184E8
388.15                   0.0195                   6.499977179768951E8
388.15                   0.02                     6.500000000000001E8
389.15                   0                        0
389.15                   5.0E-4                   104505408
389.15                   0.001                    209010816
389.15                   0.0015                   313516224
389.15                   0.002                    418021632
389.15                   0.0025                   522527040
389.15                   0.003                    627032448
389.15                   0.0035                   6.453945407557651E8
389.15                   0.004                    6.460092693338758E8
389.15                   0.0045000000000000005    6.464574899176319E8
389.15                   0.005                    6.468223463939902E8
389.15                   0.0055                   6.471339435961682E8
389.15                   0.006                    6.474073140421351E8
389.15                   0.006500000000000001     6.47651266508617E8
389.15                   0.007                    6.478714955576301E8
389.15                   0.0075                   6.480719372621915E8
389.15                   0.008                    6.482554476605014E8
389.15                   0.0085                   6.484241768691748E8
389.15                   0.009000000000000001     6.48579790873779E8
389.15                   0.0095                   6.487236106339707E8
389.15                   0.01                     6.488567033554968E8
389.15                   0.0105                   6.48979944632648E8
389.15                   0.011                    6.490940620828466E8
389.15                   0.0115                   6.491996667949705E8
389.15                   0.012                    6.492972765055065E8
389.15                   0.0125                   6.493873330093168E8
389.15                   0.013000000000000001     6.494702154580956E8
389.15                   0.0135                   6.495462506647924E8
389.15                   0.014                    6.496157211876286E8
389.15                   0.0145                   6.496788717395931E8
389.15                   0.015                    6.497359143153977E8
389.15                   0.0155                   6.49787032321725E8
389.15                   0.016                    6.498323839220203E8
389.15                   0.0165                   6.498721047537684E8
389.15                   0.017                    6.499063101374503E8
389.15                   0.0175                   6.499350968677733E8
389.15                   0.018000000000000002     6.499585446563017E8
389.15                   0.0185                   6.499767172782341E8
389.15                   0.019                    6.499896634633269E8
389.15                   0.0195                   6.499974175608275E8
389.15                   0.02                     6.499999999999999E8
390.15                   0                        0
390.15                   5.0E-4                   1.044446865E8
390.15                   0.001                    208889373
390.15                   0.0015                   3.133340595E8
390.15                   0.002                    417778746
390.15                   0.0025                   5.222234325E8
390.15                   0.003                    626668119
390.15                   0.0035                   6.448308550867999E8
390.15                   0.004                    6.455201794673499E8
390.15                   0.0045000000000000005    6.460231022924675E8
390.15                   0.005                    6.464325798913418E8
390.15                   0.0055                   6.467823263847924E8
390.15                   0.006                    6.47089188533304E8
390.15                   0.006500000000000001     6.473630422582651E8
390.15                   0.007                    6.47610273701542E8
390.15                   0.0075                   6.478352977917866E8
390.15                   0.008                    6.480413184805989E8
390.15                   0.0085                   6.482307480688365E8
390.15                   0.009000000000000001     6.484054558543818E8
390.15                   0.0095                   6.485669241081805E8
390.15                   0.01                     6.487163504298546E8
390.15                   0.0105                   6.488547174443127E8
390.15                   0.011                    6.489828417453065E8
390.15                   0.0115                   6.49101409172902E8
390.15                   0.012                    6.49211000813383E8
390.15                   0.0125                   6.49312112532509E8
390.15                   0.013000000000000001     6.494051698959424E8
390.15                   0.0135                   6.494905397310137E8
390.15                   0.014                    6.495685391975204E8
390.15                   0.0145                   6.496394429798731E8
390.15                   0.015                    6.497034890402783E8
390.15                   0.0155                   6.497608832536074E8
390.15                   0.016                    6.498118031609427E8
390.15                   0.0165                   6.498564010189906E8
390.15                   0.017                    6.498948062790931E8
390.15                   0.0175                   6.499271275974772E8
390.15                   0.018000000000000002     6.499534544543068E8
390.15                   0.0185                   6.499738584407156E8
390.15                   0.019                    6.499883942587053E8
390.15                   0.0195                   6.499971004674183E8
390.15                   0.02                     6.499999999999999E8
391.15                   0                        0
391.15                   5.0E-4                   104380836
391.15                   0.001                    208761672
391.15                   0.0015                   313142508
391.15                   0.002                    417523344
391.15                   0.0025                   521904180
391.15                   0.003                    626285016
391.15                   0.0035                   6.44238529572538E8
391.15                   0.004                    6.450060899870632E8
391.15                   0.0045000000000000005    6.45566457048231E8
391.15                   0.005                    6.460228142560166E8
391.15                   0.0055                   6.464126507742677E8
391.15                   0.006                    6.467547137463719E8
391.15                   0.006500000000000001     6.470599978580272E8
391.15                   0.007                    6.473356146876225E8
391.15                   0.0075                   6.475864816599649E8
391.15                   0.008                    6.478161679233029E8
391.15                   0.0085                   6.480273610497302E8
391.15                   0.009000000000000001     6.482221438363967E8
391.15                   0.0095                   6.484021679729115E8
391.15                   0.01                     6.485687680228988E8
391.15                   0.0105                   6.487230390462679E8
391.15                   0.011                    6.488658911139308E8
391.15                   0.0115                   6.489980886042098E8
391.15                   0.012                    6.491202791668781E8
391.15                   0.0125                   6.492330154847181E8
391.15                   0.013000000000000001     6.493367718969625E8
391.15                   0.0135                   6.494319572813537E8
391.15                   0.014                    6.495189251612262E8
391.15                   0.0145                   6.495979817196189E8
391.15                   0.015                    6.49669392210195E8
391.15                   0.0155                   6.497333861221509E8
391.15                   0.016                    6.497901613631314E8
391.15                   0.0165                   6.498398876575453E8
391.15                   0.017                    6.498827093092759E8
391.15                   0.0175                   6.49918747442025E8
391.15                   0.018000000000000002     6.499481018037108E8
391.15                   0.0185                   6.49970852200858E8
391.15                   0.019                    6.49987059612989E8
391.15                   0.0195                   6.49996767024357E8
391.15                   0.02                     6.499999999999999E8
392.15                   0                        0
392.15                   5.0E-4                   1.043139195E8
392.15                   0.001                    208627839
392.15                   0.0015                   3.129417585E8
392.15                   0.002                    417255678
392.15                   0.0025                   5.215695975E8
392.15                   0.003                    625883517
392.15                   0.0035                   6.436182086259323E8
392.15                   0.004                    6.444675386691124E8
392.15                   0.0045000000000000005    6.45088023896996E8
392.15                   0.005                    6.45593466834554E8
392.15                   0.0055                   6.460252907789339E8
392.15                   0.006                    6.464042264400139E8
392.15                   0.006500000000000001     6.46742437283784E8
392.15                   0.007                    6.470477932007605E8
392.15                   0.0075                   6.473257371018878E8
392.15                   0.008                    6.475802201583275E8
392.15                   0.0085                   6.478142179651997E8
392.15                   0.009000000000000001     6.480300367516186E8
392.15                   0.0095                   6.482295055351737E8
392.15                   0.01                     6.484141022559848E8
392.15                   0.0105                   6.485850396856524E8
392.15                   0.011                    6.48743325768127E8
392.15                   0.0115                   6.488898071197441E8
392.15                   0.012                    6.490252010940986E8
392.15                   0.0125                   6.491501198749735E8
392.15                   0.013000000000000001     6.492650888817774E8
392.15                   0.0135                   6.493705610332729E8
392.15                   0.014                    6.494669279392111E8
392.15                   0.0145                   6.495545287747705E8
392.15                   0.015                    6.496336573799524E8
392.15                   0.0155                   6.497045679793428E8
392.15                   0.016                    6.497674798145156E8
392.15                   0.0165                   6.498225809076234E8
392.15                   0.017                    6.498700311211284E8
392.15                   0.0175                   6.499099646390575E8
392.15                   0.018000000000000002     6.499424919654636E8
392.15                   0.0185                   6.499677015131081E8
392.15                   0.019                    6.499856608377384E8
392.15                   0.0195                   6.499964175593053E8
392.15                   0.02                     6.500000000000001E8
393.15                   0                        0
393.15                   5.0E-4                   104244000
393.15                   0.001                    208488000
393.15                   0.0015                   312732000
393.15                   0.002                    416976000
393.15                   0.0025                   521220000
393.15                   0.003                    625464000
393.15                   0.0035                   6.429705376098269E8
393.15                   0.004                    6.439050639038596E8
393.15                   0.0045000000000000005    6.44588272964202E8
393.15                   0.005                    6.45144955265575E8
393.15                   0.0055                   6.45620620625852E8
393.15                   0.006                    6.460380635307134E8
393.15                   0.006500000000000001     6.464106646297508E8
393.15                   0.007                    6.467470840150428E8
393.15                   0.0075                   6.47053312420004E8
393.15                   0.008                    6.473336994059861E8
393.15                   0.0085                   6.475915210063714E8
393.15                   0.009000000000000001     6.478293165597352E8
393.15                   0.0095                   6.480491001222292E8
393.15                   0.01                     6.48252499264827E8
393.15                   0.0105                   6.484408496194425E8
393.15                   0.011                    6.486152612936996E8
393.15                   0.0115                   6.487766667541701E8
393.15                   0.012                    6.489258561250643E8
393.15                   0.0125                   6.490635037128546E8
393.15                   0.013000000000000001     6.491901882706218E8
393.15                   0.0135                   6.493064087032397E8
393.15                   0.014                    6.49412596390603E8
393.15                   0.0145                   6.4950912495978E8
393.15                   0.015                    6.495963181028628E8
393.15                   0.0155                   6.496744558757749E8
393.15                   0.016                    6.497437797997947E8
393.15                   0.0165                   6.498044970063907E8
393.15                   0.017                    6.498567836069756E8
393.15                   0.0175                   6.499007874256269E8
393.15                   0.018000000000000002     6.499366302001222E8
393.15                   0.0185                   6.49964409331685E8
393.15                   0.019                    6.499841992444102E8
393.15                   0.0195                   6.499960523998988E8
393.15                   0.02                     650000000
394.15                   0                        0
394.15                   5.0E-4                   1.041711405E8
394.15                   0.001                    208342281
394.15                   0.0015                   3.125134215E8
394.15                   0.002                    416684562
394.15                   0.0025                   5.208557025E8
394.15                   0.003                    625026843
394.15                   0.0035                   6.422961626195238E8
394.15                   0.004                    6.433192045947535E8
394.15                   0.0045000000000000005    6.440676747268443E8
394.15                   0.005                    6.446776974379766E8
394.15                   0.0055                   6.451990147250204E8
394.15                   0.006                    6.456565620708933E8
394.15                   0.006500000000000001     6.460649840921215E8
394.15                   0.007                    6.46433761981383E8
394.15                   0.0075                   6.46769455974636E8
394.15                   0.008                    6.470768299300119E8
394.15                   0.0085                   6.473594723966842E8
394.15                   0.009000000000000001     6.476201652441767E8
394.15                   0.0095                   6.478611150784657E8
394.15                   0.01                     6.480841051971684E8
394.15                   0.0105                   6.48290599112738E8
394.15                   0.011                    6.484818132816154E8
394.15                   0.0115                   6.486587695451005E8
394.15                   0.012                    6.4882233379112E8
394.15                   0.0125                   6.489732450081136E8
394.15                   0.013000000000000001     6.491121374831204E8
394.15                   0.0135                   6.492395580066202E8
394.15                   0.014                    6.493559793731568E8
394.15                   0.0145                   6.49461811087627E8
394.15                   0.015                    6.4955740793079E8
394.15                   0.0155                   6.496430768607033E8
394.15                   0.016                    6.497190826025014E8
394.15                   0.0165                   6.497856521900467E8
394.15                   0.017                    6.498429786583868E8
394.15                   0.0175                   6.498912240382345E8
394.15                   0.018000000000000002     6.499305217678787E8
394.15                   0.0185                   6.499609786105965E8
394.15                   0.019                    6.499826761443659E8
394.15                   0.0195                   6.499956718737494E8
394.15                   0.02                     650000000
395.15                   0                        0
395.15                   5.0E-4                   104095404
395.15                   0.001                    208190808
395.15                   0.0015                   312286212
395.15                   0.002                    416381616
395.15                   0.0025                   520477020
395.15                   0.003                    624572424
395.15                   0.0035                   6.41595730271377E8
395.15                   0.004                    6.427105000593082E8
395.15                   0.0045000000000000005    6.435266999528891E8
395.15                   0.005                    6.441921114499296E8
395.15                   0.0055                   6.447608476401551E8
395.15                   0.006                    6.452600592274556E8
395.15                   0.006500000000000001     6.457056999530151E8
395.15                   0.007                    6.46108102015379E8
395.15                   0.0075                   6.46474416174739E8
395.15                   0.008                    6.468098360305104E8
395.15                   0.0085                   6.471182743865203E8
395.15                   0.009000000000000001     6.474027648080429E8
395.15                   0.0095                   6.47665713762327E8
395.15                   0.01                     6.479090662104907E8
395.15                   0.0105                   6.481344184370806E8
395.15                   0.011                    6.4834309732679E8
395.15                   0.0115                   6.485362175322427E8
395.15                   0.012                    6.487147236243583E8
395.15                   0.0125                   6.488794217703031E8
395.15                   0.013000000000000001     6.490310039380678E8
395.15                   0.0135                   6.49170066657566E8
395.15                   0.014                    6.492971257432194E8
395.15                   0.0145                   6.494126279698316E8
395.15                   0.015                    6.495169604141916E8
395.15                   0.0155                   6.496104579821037E8
395.15                   0.016                    6.496934095050596E8
395.15                   0.0165                   6.497660626938784E8
395.15                   0.017                    6.498286281662216E8
395.15                   0.0175                   6.498812827128662E8
395.15                   0.018000000000000002     6.499241719285823E8
395.15                   0.0185                   6.499574123036531E8
395.15                   0.019                    6.499810928488772E8
395.15                   0.0195                   6.499952763084455E8
395.15                   0.02                     650000000
396.15                   0                        0
396.15                   5.0E-4                   1.040168535E8
396.15                   0.001                    208033707
396.15                   0.0015                   3.120505605E8
396.15                   0.002                    416067414
396.15                   0.0025                   5.200842675E8
396.15                   0.003                    624101121
396.15                   0.0035                   6.40869887497544E8
396.15                   0.004                    6.420794899322482E8
396.15                   0.0045000000000000005    6.429658196419129E8
396.15                   0.005                    6.436886155686792E8
396.15                   0.0055                   6.443064940600325E8
396.15                   0.006                    6.448488922607343E8
396.15                   0.006500000000000001     6.453331165647318E8
396.15                   0.007                    6.457703790854049E8
396.15                   0.0075                   6.461684414688408E8
396.15                   0.008                    6.465329420370508E8
396.15                   0.0085                   6.468681292479442E8
396.15                   0.009000000000000001     6.471772972701114E8
396.15                   0.0095                   6.47463059543308E8
396.15                   0.01                     6.477275284697769E8
396.15                   0.0105                   6.479724378688091E8
396.15                   0.011                    6.48199229026904E8
396.15                   0.0115                   6.484091127565688E8
396.15                   0.012                    6.486031151570576E8
396.15                   0.0125                   6.487821120084177E8
396.15                   0.013000000000000001     6.489468550532187E8
396.15                   0.0135                   6.49097992368911E8
396.15                   0.014                    6.49236084355699E8
396.15                   0.0145                   6.493616164164715E8
396.15                   0.015                    6.494750091021641E8
396.15                   0.0155                   6.495766262867297E8
396.15                   0.016                    6.496667817888461E8
396.15                   0.0165                   6.497457447523178E8
396.15                   0.017                    6.498137440206783E8
396.15                   0.0175                   6.498709716850291E8
396.15                   0.018000000000000002     6.499175859417672E8
396.15                   0.0185                   6.499537133644831E8
396.15                   0.019                    6.499794506691341E8
396.15                   0.0195                   6.499948660315558E8
396.15                   0.02                     6.500000000000001E8
397.15                   0                        0
397.15                   5.0E-4                   103935552
397.15                   0.001                    207871104
397.15                   0.0015                   311806656
397.15                   0.002                    415742208
397.15                   0.0025                   519677760
397.15                   0.003                    623613312
397.15                   0.0035                   6.401192813469902E8
397.15                   0.004                    6.414267140708174E8
397.15                   0.0045000000000000005    6.423855049669498E8
397.15                   0.005                    6.431676281911284E8
397.15                   0.0055                   6.438363287703792E8
397.15                   0.006                    6.44423398503843E8
397.15                   0.006500000000000001     6.449475383343025E8
397.15                   0.007                    6.45420868200925E8
397.15                   0.0075                   6.458517803361505E8
397.15                   0.008                    6.46246372301887E8
397.15                   0.0085                   6.4660923926954E8
397.15                   0.009000000000000001     6.469439446609235E8
397.15                   0.0095                   6.472533157990083E8
397.15                   0.01                     6.475396381453146E8
397.15                   0.0105                   6.478047876874479E8
397.15                   0.011                    6.480503239812427E8
397.15                   0.0115                   6.482775572595022E8
397.15                   0.012                    6.484875979211335E8
397.15                   0.0125                   6.486813937305425E8
397.15                   0.013000000000000001     6.488597582450819E8
397.15                   0.0135                   6.490233928520701E8
397.15                   0.014                    6.491729040640349E8
397.15                   0.0145                   6.493088172361988E8
397.15                   0.015                    6.494315875424871E8
397.15                   0.0155                   6.495416088201698E8
397.15                   0.016                    6.4963922073425E8
397.15                   0.0165                   6.49724714598996E8
397.15                   0.017                    6.497983381113386E8
397.15                   0.0175                   6.498602991897869E8
397.15                   0.018000000000000002     6.49910769066675E8
397.15                   0.0185                   6.499498847465471E8
397.15                   0.019                    6.499777509162503E8
397.15                   0.0195                   6.499944413706288E8
397.15                   0.02                     650000000
398.15                   0                        0
398.15                   5.0E-4                   1.038515625E8
398.15                   0.001                    207703125
398.15                   0.0015                   3.115546875E8
398.15                   0.002                    415406250
398.15                   0.0025                   5.192578125E8
398.15                   0.003                    623109375
398.15                   0.0035                   6.393445587928329E8
398.15                   0.004                    6.407527124622606E8
398.15                   0.0045000000000000005    6.417862272175443E8
398.15                   0.005                    6.426295678052043E8
398.15                   0.0055                   6.433507266263076E8
398.15                   0.006                    6.439839153424215E8
398.15                   0.006500000000000001     6.445492697083366E8
398.15                   0.007                    6.450598444010344E8
398.15                   0.0075                   6.455246812778405E8
398.15                   0.008                    6.459503511933129E8
398.15                   0.0085                   6.463418067513525E8
398.15                   0.009000000000000001     6.467028890189507E8
398.15                   0.0095                   6.470366459122472E8
398.15                   0.01                     6.473455414105507E8
398.15                   0.0105                   6.476315981741339E8
398.15                   0.011                    6.478964977895654E8
398.15                   0.0115                   6.481416530821269E8
398.15                   0.012                    6.483682614476066E8
398.15                   0.0125                   6.485773449435151E8
398.15                   0.013000000000000001     6.487697809287245E8
398.15                   0.0135                   6.48946325816945E8
398.15                   0.014                    6.491076337201747E8
398.15                   0.0145                   6.492542712362612E8
398.15                   0.015                    6.493867292816703E8
398.15                   0.0155                   6.49505432626907E8
398.15                   0.016                    6.496107476207337E8
398.15                   0.0165                   6.497029884668002E8
398.15                   0.017                    6.497824223272171E8
398.15                   0.0175                   6.498492734617964E8
398.15                   0.018000000000000002     6.499037265622804E8
398.15                   0.0185                   6.499459294031528E8
398.15                   0.019                    6.499759949012713E8
398.15                   0.0195                   6.499940026531968E8
398.15                   0.02                     650000000
399.15                   0                        0
399.15                   5.0E-4                   103764948
399.15                   0.001                    207529896
399.15                   0.0015                   311294844
399.15                   0.002                    415059792
399.15                   0.0025                   518824740
399.15                   0.003                    622589688
399.15                   0.0035                   6.385463665460835E8
399.15                   0.004                    6.400580251334761E8
399.15                   0.0045000000000000005    6.411684577439961E8
399.15                   0.005                    6.420748529519913E8
399.15                   0.0055                   6.428500625252846E8
399.15                   0.006                    6.43530780194768E8
399.15                   0.006500000000000001     6.441386151581557E8
399.15                   0.007                    6.446875827432154E8
399.15                   0.0075                   6.451873928084949E8
399.15                   0.008                    6.456451030891451E8
399.15                   0.0085                   6.460660339999292E8
399.15                   0.009000000000000001     6.464543123868366E8
399.15                   0.0095                   6.468132132682387E8
399.15                   0.01                     6.471453844399892E8
399.15                   0.0105                   6.474529996100755E8
399.15                   0.011                    6.477378660509998E8
399.15                   0.0115                   6.480015022644155E8
399.15                   0.012                    6.482451952660836E8
399.15                   0.0125                   6.484700436525965E8
399.15                   0.013000000000000001     6.486769905175831E8
399.15                   0.0135                   6.488668489718343E8
399.15                   0.014                    6.490403221745514E8
399.15                   0.0145                   6.491980192225245E8
399.15                   0.015                    6.493404678650013E8
399.15                   0.0155                   6.494681247503777E8
399.15                   0.016                    6.49581383726894E8
399.15                   0.0165                   6.49680582587929E8
399.15                   0.017                    6.497660085568057E8
399.15                   0.0175                   6.498379027353429E8
399.15                   0.018000000000000002     6.498964636873161E8
399.15                   0.0185                   6.499418502874695E8
399.15                   0.019                    6.499741839351801E8
399.15                   0.0195                   6.499935502067758E8
399.15                   0.02                     650000000
400.15                   0                        0
400.15                   5.0E-4                   1.036757715E8
400.15                   0.001                    207351543
400.15                   0.0015                   3.110273145E8
400.15                   0.002                    414703086
400.15                   0.0025                   5.183788575E8
400.15                   0.003                    622054629
400.15                   0.0035                   6.377253508758353E8
400.15                   0.004                    6.393431920628407E8
400.15                   0.0045000000000000005    6.405326679027957E8
400.15                   0.005                    6.415039021886305E8
400.15                   0.0055                   6.423347113806314E8
400.15                   0.006                    6.430643304923564E8
400.15                   0.006500000000000001     6.43715879165217E8
400.15                   0.007                    6.443043582923149E8
400.15                   0.0075                   6.448401634477262E8
400.15                   0.008                    6.453308523703363E8
400.15                   0.0085                   6.457821233234606E8
400.15                   0.009000000000000001     6.461983968077186E8
400.15                   0.0095                   6.46583181251827E8
400.15                   0.01                     6.469393134071376E8
400.15                   0.0105                   6.472691222750515E8
400.15                   0.011                    6.475745443629651E8
400.15                   0.0115                   6.478572068444796E8
400.15                   0.012                    6.481184889042566E8
400.15                   0.0125                   6.483595678611561E8
400.15                   0.013000000000000001     6.485814544232842E8
400.15                   0.0135                   6.487850200233519E8
400.15                   0.014                    6.489710182760681E8
400.15                   0.0145                   6.491401019994982E8
400.15                   0.015                    6.492928368365958E8
400.15                   0.0155                   6.494297122330325E8
400.15                   0.016                    6.49551150330524E8
400.15                   0.0165                   6.496575131939495E8
400.15                   0.017                    6.497491086881226E8
400.15                   0.0175                   6.498261952443761E8
400.15                   0.018000000000000002     6.498889857002964E8
400.15                   0.0185                   6.499376503525429E8
400.15                   0.019                    6.499723193289042E8
400.15                   0.0195                   6.499930843588679E8
400.15                   0.02                     650000000
401.15                   0                        0
401.15                   5.0E-4                   103584096
401.15                   0.001                    207168192
401.15                   0.0015                   310752288
401.15                   0.002                    414336384
401.15                   0.0025                   517920480
401.15                   0.003                    621504576
401.15                   0.0035                   6.368821574359188E8
401.15                   0.004                    6.386087530942082E8
401.15                   0.0045000000000000005    6.398793290032383E8
401.15                   0.005                    6.409171340519708E8
401.15                   0.0055                   6.418050480955458E8
401.15                   0.006                    6.425849036607335E8
401.15                   0.006500000000000001     6.432813662068162E8
401.15                   0.007                    6.439104461097325E8
401.15                   0.0075                   6.44483241711955E8
401.15                   0.008                    6.450078234147148E8
401.15                   0.0085                   6.454902770270207E8
401.15                   0.009000000000000001     6.459353243216256E8
401.15                   0.0095                   6.463467132447824E8
401.15                   0.01                     6.467274744824998E8
401.15                   0.0105                   6.47080096445943E8
401.15                   0.011                    6.474066483201237E8
401.15                   0.0115                   6.47708868857841E8
401.15                   0.012                    6.479882318874168E8
401.15                   0.0125                   6.482459955703675E8
401.15                   0.013000000000000001     6.48483240055473E8
401.15                   0.0135                   6.487008966763499E8
401.15                   0.014                    6.488997708720858E8
401.15                   0.0145                   6.490805603703654E8
401.15                   0.015                    6.4924386973945E8
401.15                   0.0155                   6.49390222116399E8
401.15                   0.016                    6.495200687086757E8
401.15                   0.0165                   6.496337965158536E8
401.15                   0.017                    6.497317346087584E8
401.15                   0.0175                   6.498141592225465E8
401.15                   0.018000000000000002     6.498812978595432E8
401.15                   0.0185                   6.49933332551309E8
401.15                   0.019                    6.499704023933225E8
401.15                   0.0195                   6.49992605436963E8
401.15                   0.02                     650000000
402.15                   0                        0
402.15                   5.0E-4                   1.034899845E8
402.15                   0.001                    206979969
402.15                   0.0015                   3.104699535E8
402.15                   0.002                    413959938
402.15                   0.0025                   5.174499225E8
402.15                   0.003                    620939907
402.15                   0.0035                   6.360174310980392E8
402.15                   0.004                    6.378552478530824E8
402.15                   0.0045000000000000005    6.392089122552165E8
402.15                   0.005                    6.403149670229753E8
402.15                   0.0055                   6.412614475376437E8
402.15                   0.006                    6.420928371007903E8
